epoch;loss;val_loss
0;0.16877833221639907;0.13090016996982146
1;0.11310304598692729;0.1076731801945336
2;0.0995760233502607;0.09648061543703079
3;0.09197260751103868;0.09352422627259274
4;0.08656040225558136;0.08851787067797719
5;0.08243572806977496;0.08280132269980955
6;0.07868757319389558;0.07975053604768247
7;0.07618024089962852;0.07617492472030679
8;0.07347405477598005;0.07184131382679453
9;0.07138070694113872;0.0704254730015385
10;0.06902414461483761;0.06746792717247593
11;0.06648471596061575;0.06612177398435924
12;0.06417229362972537;0.06528714641320463
13;0.062236864689965636;0.06419300523643591
14;0.06059864591046864;0.06029916448252542
15;0.05908979988675945;0.05836014867741234
16;0.05754228016095502;0.05724629660954281
17;0.05599281585262138;0.055565438480401526
18;0.054786466822332264;0.05514813085295716
19;0.05346831158563799;0.05233904217578927
20;0.05225898353953143;0.05272422107506772
21;0.0513811752732311;0.05147517328055538
22;0.050285744157676796;0.04950278092707906
23;0.04937350805088574;0.05006785591950222
24;0.048518672528467616;0.04797098185030781
25;0.04767095983712649;0.048269112195287435
26;0.04681880943173049;0.048753424338540255
27;0.046163562742270986;0.04630464581506593
28;0.04540265214686491;0.045937394761309334
29;0.044769175293646296;0.0461963205313196
30;0.04423227566009273;0.04425068792639947
31;0.04360162480069058;0.04418354922411393
32;0.043081631788945925;0.04421524452615758
33;0.042338015796730716;0.04237366901064406
34;0.04205993076368254;0.04217272076983841
35;0.041413765153562536;0.04266126438671229
36;0.041012072441529254;0.04047266302668318
37;0.04062861662205993;0.04048324064636717
38;0.040098849208835434;0.042362106165715625
39;0.039695746664490016;0.03943820738670777
40;0.03935784840842291;0.03918005655310592
41;0.03901106005116385;0.03953810697611498
42;0.038488910381435135;0.039842561875679056
43;0.03834489749136324;0.038304765461658945
44;0.03789137664003944;0.03860070662839072
45;0.03760534895545974;0.03797245770692825
46;0.037243413615363596;0.03925305338842528
47;0.03709143485721885;0.03765293849366052
48;0.03672967812198461;0.03809865556505262
49;0.036438815590298296;0.037498497385151534
50;0.03610201370997392;0.03645703413200622
51;0.035960551075713366;0.03732395012463842
52;0.03564937103881824;0.03592037443755841
53;0.03529566246065862;0.03626866490409082
54;0.035112952994068664;0.03512441001984538
55;0.03506774296603945;0.03471722586878708
56;0.034622458712558965;0.034519461914896965
57;0.03443504408077926;0.03780607111295875
58;0.034387950889994294;0.03421058467760378
59;0.03408635459954337;0.03400734929862071
60;0.033798602637739816;0.03408985657199305
61;0.033580266747015475;0.033523030198958456
62;0.033456206711351265;0.033851848307008645
63;0.03326797847426972;0.033332628369027256
64;0.03309258333008204;0.033410311885634245
65;0.03290312034933238;0.03287953012907992
66;0.03268050626680559;0.032661111987366966
67;0.032565367151507915;0.0328208081120131
68;0.03241821977176836;0.03315423942190044
69;0.032276355414366235;0.032974244000352156
70;0.03202307663325753;0.0321186536504906
71;0.03192984013419066;0.032108990437522224
72;0.03180978255232378;0.03202979570748855
73;0.031655811742708394;0.03155731310953899
74;0.03143998726784271;0.033127863568310836
75;0.03134304625267277;0.032302802732708503
76;0.03113484650622217;0.032323292095442206
77;0.031032504855978246;0.0312580303574095
78;0.03096845606341958;0.031140613388650273
79;0.03075144075959617;0.03078817374700186
80;0.030740172098561818;0.030951724064593414
81;0.030527098132867594;0.03210905878519525
82;0.03048045731776831;0.031157321315638874
83;0.030268324016384324;0.030422962669815336
84;0.030117465639296844;0.030408199382375697
85;0.03002659426241809;0.030975293216048454
86;0.029883977130283505;0.031150513765763263
87;0.029957172185258597;0.030758181206729948
88;0.02969027506377624;0.03011304596248938
89;0.02953396382152426;0.030054572437490736
90;0.029563834862213353;0.02968957488025938
91;0.02939248086922631;0.029513923071172773
92;0.029206786789380167;0.029530089690673108
93;0.029193060082972656;0.02936083401496313
94;0.02912332198335504;0.029551498059715544
95;0.02902654737082063;0.02927030531727538
96;0.02887983828288864;0.029743977461238295
97;0.028781536329841734;0.029056755065613865
98;0.02872748788902346;0.029054015456717843
99;0.028579154641044383;0.02902766617433149
100;0.028506589521254812;0.02901748005224734
101;0.028454907152953804;0.02885635744552223
102;0.028322584461420774;0.02899377736053905
103;0.028233907290031106;0.028922013520282144
104;0.028204353146102965;0.028421885238922372
105;0.02805952671725227;0.02818369097551521
106;0.02797268784357881;0.028591995906769013
107;0.027949465685809145;0.028425395222646848
108;0.027839011408160537;0.028129298658091193
109;0.02770538991127087;0.02810163408213732
110;0.02774895565128144;0.028289935304498186
111;0.02765583867511275;0.0278512318143431
112;0.02758089187840114;0.028106092798466584
113;0.0274336805034961;0.027563260792165388
114;0.027419928385286917;0.027818719077171112
115;0.02730229908448397;0.027671033554539388
116;0.02725179838396761;0.02753339118647332
117;0.027196496535016566;0.02742202572372495
118;0.027206637288386723;0.027324989666135942
119;0.027054501516858533;0.02806457246140558
120;0.026953874669056768;0.027244211155541088
121;0.026946683053155333;0.02716451890918673
122;0.026865678221671557;0.027655529542541017
123;0.026782552179481302;0.0275860564897255
124;0.026729263536327957;0.026997578349344586
125;0.026640935648916935;0.027266317750422323
126;0.02659373185882459;0.026732367824534982
127;0.026682028898551147;0.026718629372059082
128;0.026477640741789828;0.026912819974276483
129;0.026430620365224932;0.027045969034031947
130;0.026361301826427177;0.02664861432751831
131;0.02638977186336201;0.026538504705745345
132;0.02624640674615393;0.026864318519222493
133;0.026159202033767894;0.02654084418805278
134;0.026116632390767336;0.02637982855037767
135;0.026134360087465267;0.02613767012193495
136;0.026052174395976627;0.02655591275923106
137;0.026017462910742174;0.026271306852601012
138;0.025925314671607042;0.02621510130714397
139;0.025906741970731895;0.026690886032824615
140;0.025877710479330653;0.026898092153121014
141;0.02573978433347478;0.026428884427462305
142;0.02574846308146204;0.026170568236586998
143;0.02570421504312936;0.02599689151559557
144;0.025634983231370548;0.026021014062725768
145;0.025593049824237823;0.027496705249864226
